event_id,ticker,recipient_name,award_id,contract_number,award_date,announcement_time,announcement_source_type,announcement_source_url,announcement_title,announcement_text_excerpt,source_confidence,link_confidence,link_notes
government_contract_RTX_W31P4Q22F0131,RTX,RAYTHEON COMPANY,W31P4Q22F0131,W31P4Q22F0131,2022-05-25,2024-09-25T17:40:10-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/3917690/contracts-for-sep-25-2024/,"Contracts For Sep. 25, 2024","Official DoD daily contract announcement excerpt: lorida, was awarded a $22,437,650 firm-fixed-price contract for maintenance dredging. Bids were solicited via the internet with four received. Work will be performed in Corpus Christi, Texas, with an estimated completion date of Aug. 24, 2025. Fiscal 2024 civil construction funds in the amount of $22,437,650 were obligated at the time of the award. U.S. Army Corps of Engineers, Galveston, Texas, is the contracting activity (W912HY-24-C-0009). Raytheon Missile Defense, Tucson, Arizona, was awarded a $20,085,064 modification (P00013) to contract W31P4Q-22-F-0131 for Stinger Block I Missiles. Work locations and funding will be determined with... Linked to USAspending event government_contract_RTX_W31P4Q22F0131 and undashed contract W31P4Q22F0131; candidate recipient RAYTHEON COMPANY, ticker RTX, current obligation snapshot $762.7M, program STINGER MISSILE PRODUCTION.",0.88,0.84,Matched exact DoD contract identifier W31P4Q-22-F-0131 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/09/dod-contracts_3917690.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_BA_W58RGZ26C0003,BA,THE BOEING COMPANY,W58RGZ26C0003,W58RGZ26C0003,2025-10-27,2026-01-16T17:00:20-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4381923/contracts-for-jan-16-2026/,"Contracts for Jan. 16, 2026","Official DoD daily contract announcement excerpt: rd. The Advanced Technology Support Program V contract procures engineering development that rapidly fields emerging technologies, quickly closes capability gaps and keeps the Department of Defense ahead of electronics obsolescence issues. This multiple award contract was competitively procured with 17 offers received. Work locations and funding will be determined with each order. DMEA McClellan, California, is the contracting activity. ARMY The Boeing Co., Ridley Park, Pennsylvania, was awarded a $118,847,877 modification (P00001) to contract W58RGZ-26-C-0003 for aircraft maintenance, training devices, training conducts, and non-recurring... Linked to USAspending event government_contract_BA_W58RGZ26C0003 and undashed contract W58RGZ26C0003; candidate recipient THE BOEING COMPANY, ticker BA, current obligation snapshot $995.3M, program CH-47F BLOCK II AIRCRAFT WITH AIR TO AIR REFUELING INCLUSIVE OF ALL SERVICE, MATERIAL, PRODUCTION, AND MANUFACTURING....",0.88,0.84,Matched exact DoD contract identifier W58RGZ-26-C-0003 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2026/01/dod-contracts_4381923.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_RTX_FA868123CB001,RTX,RAYTHEON COMPANY,FA868123CB001,FA868123CB001,2023-03-23,2024-09-30T16:59:00-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/3921460/contracts-for-sep-30-2024/,"Contracts For Sep. 30, 2024","Official DoD daily contract announcement excerpt: cted to be completed by Sept. 30, 2026. This contract involves Foreign Military Sales to Thailand. This contract was a sole source acquisition. Fiscal 2023 operation and maintenance Building Partner Capacity funds in the amount of $21,809,970 are being obligated at the time of award. The Air Force Lifecycle Management Center Attack Systems Division, Wright Patterson Air Force Base, Ohio, is the contracting activity (FA8691-24-C-B012). Raytheon, Tucson, Arizona, has been awarded a $21,326,976 modification (P00007) to previously awarded contract FA8681-23-C-B001 for StormBreaker (SDBII, GBU-53/B) production Lot 10B guided test vehicles and s... Linked to USAspending event government_contract_RTX_FA868123CB001 and undashed contract FA868123CB001; candidate recipient RAYTHEON COMPANY, ticker RTX, current obligation snapshot $686.2M, program SMALL DIAMETER BOMB INCREMENT II.",0.88,0.84,Matched exact DoD contract identifier FA8681-23-C-B001 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/09/dod-contracts_3921460.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_LMT_N0001922F0010,LMT,LOCKHEED MARTIN CORPORATION,N0001922F0010,N0001922F0010,2022-06-09,2025-08-18T17:03:01-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4277745/contracts-for-aug-18-2025/,"Contracts For Aug. 18, 2025","Official DoD daily contract announcement excerpt: modification brings the total cumulative face value of the contract to $13,603,267. Work will be performed in Fort Smith, Arkansas, with an estimated completion date of May 15, 2026. Fiscal 2025 military construction, Army funds in the amount of $8,360,902 were obligated at the time of the award. U.S. Army Corps of Engineers, Little Rock, Arkansas, is the contracting activity. NAVY Lockheed Martin Corp., doing business as Missile and Fire Control, Orlando, Florida, is awarded a $48,107,728 modification (P00028) to a cost-plus-fixed-fee order (N0001922F0010) against a previously issued basic ordering agreement (N0001919G0011). This modifica... Linked to USAspending event government_contract_LMT_N0001922F0010 and undashed contract N0001922F0010; candidate recipient LOCKHEED MARTIN CORPORATION, ticker LMT, current obligation snapshot $539.8M, program LRASM 158C-2 INTEGRATION AND TEST.",0.88,0.84,Matched exact DoD contract identifier N0001922F0010 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/08/dod-contracts_4277745.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_BA_FA863426CB001,BA,THE BOEING COMPANY,FA863426CB001,FA863426CB001,2025-12-29,2025-12-29T17:00:09-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4368246/contracts-for-dec-29-2025/,"Contracts For Dec. 29, 2025","Official DoD daily contract announcement excerpt: on, test, production, and delivery of 25 new F-15IA aircraft for the Israeli Air Force with an option for an additional 25 F-15IA aircraft. Work will be performed at St. Louis, Missouri and is expected to be complete by Dec. 31, 2035. This contract involves Foreign Military Sales (FMS) to the State of Israel. This contract was a sole source acquisition. FMS funds in the amount of $840,000,000 are being obligated at the time of award. The Air Force Life Cycle Management Center, Wright-Patterson Air Force Base, Ohio, is the contracting activity (FA8634-26-C-B001). The Boeing Co., Oklahoma City, Oklahoma, has been awarded a ceiling $4,200,000... Linked to USAspending event government_contract_BA_FA863426CB001 and undashed contract FA863426CB001; candidate recipient THE BOEING COMPANY, ticker BA, current obligation snapshot $823.6M, program F-15 ISRAEL PROGRAM.",0.88,0.84,Matched exact DoD contract identifier FA8634-26-C-B001 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/12/dod-contracts_4368246.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_RTX_N0002422C5400,RTX,RAYTHEON COMPANY,N0002422C5400,N0002422C5400,2022-04-29,2025-04-03T17:00:25-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4145191/contracts-for-apr-3-2025/,"Contracts For Apr. 3, 2025","Official DoD daily contract announcement excerpt: ice contract to replace vertical lift gate cylinders. Bids were solicited via the internet with three received. Work will be performed in Pittsburgh, Pennsylvania, with an estimated completion date of March 22, 2027. Fiscal 2023 civil construction funds in the amount of $8,635,903 were obligated at the time of the award. U.S. Army Corps of Engineers, Pittsburgh, Pennsylvania, is the contracting activity (W911WN-25-C-8006). NAVY Raytheon Co., Tucson, Arizona, is awarded a $23,773,621 firm-fixed-price modification to previously awarded contract (N00024-22-C-5400) to exercise an option for fiscal 2025 Navy procurements of Rolling Airframe Mis... Linked to USAspending event government_contract_RTX_N0002422C5400 and undashed contract N0002422C5400; candidate recipient RAYTHEON COMPANY, ticker RTX, current obligation snapshot $638.1M, program FY22 RAM GMRP MK 44 MOD 4 (BLK 2).",0.88,0.84,Matched exact DoD contract identifier N00024-22-C-5400 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/04/dod-contracts_4145191.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_NOC_FA869024CB001,NOC,NORTHROP GRUMMAN SYSTEMS CORPORATION,FA869024CB001,FA869024CB001,2024-05-01,2026-04-22T17:00:08-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4467057/contracts-for-april-22-2026/,"Contracts for April 22, 2026","Official DoD daily contract announcement excerpt: artis US Inc.,* Itasca, Illinois (SPE2DF-26-D-0009, $10,000,000), has been added as an awardee to the multiple award contract for laboratory equipment, accessories and consumables for the Defense Logistics Agency Electronic Catalog, issued against solicitation SPE2DE-22-R0006 and awarded Feb. 24, 2023. The contracting activity is Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania. AIR FORCE Northrop Grumman Systems Corp., San Diego, California, has been awarded a $207,891,883 modification (P00026) to previously awarded contract FA8690-24-C-B001 for an additional year of contractor logistics support services. The modificatio... Linked to USAspending event government_contract_NOC_FA869024CB001 and undashed contract FA869024CB001; candidate recipient NORTHROP GRUMMAN SYSTEMS CORPORATION, ticker NOC, current obligation snapshot $344.8M, program SUSTAINMENT- CONTRACTOR LOGISTICS SUPPORT FOR JAPAN, REPUBLIC OF KOREA (ROK), AND NORTH ATLANTIC TREATY ORGANIZATION....",0.88,0.84,Matched exact DoD contract identifier FA8690-24-C-B001 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2026/04/dod-contracts_4467057.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_GD_N0002421C6425,GD,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",N0002421C6425,N0002421C6425,2021-09-30,2026-02-05T17:00:45-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4398868/contracts-for-feb-5-2026/,"Contracts for Feb. 5, 2026","Official DoD daily contract announcement excerpt: nance, (Navy) funds in the amount of $1,000 will be obligated at time of award to satisfy the minimum contract guarantee. Additional funds will be obligated on individual task orders as they are issued. This contract was competitively procured via contract opportunities on Sam.gov, with 14 offers received. NAVFAC Southeast, Jacksonville, Florida, is the contracting activity (N69450-26-D-0002). General Dynamics Mission Systems, Taunton, Massachusetts, was awarded a $21,543,345 fixed-price incentive modification to a previously awarded contract (N00024-21-C-6425) to exercise options for Hammerhead mine system assets. Work will be performed i... Linked to USAspending event government_contract_GD_N0002421C6425 and undashed contract N0002421C6425; candidate recipient GENERAL DYNAMICS MISSION SYSTEMS, INC., ticker GD, current obligation snapshot $243.0M, program HAMMERHEAD PROTOTYPE.",0.88,0.84,Matched exact DoD contract identifier N00024-21-C-6425 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2026/02/dod-contracts_4398868.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_RTX_N0002423C5408,RTX,RAYTHEON COMPANY,N0002423C5408,N0002423C5408,2023-09-29,2026-01-08T16:58:42-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4373866/contracts-for-jan-8-2026/,"Contracts For Jan. 8, 2026","Official DoD daily contract announcement excerpt: (67%), FMS (Canada) funds in the amount of $545,000 (16%), Fiscal 2026 operations and maintenance (Navy) funds in the amount of $500,000 (14%), and Fiscal 2025 other procurement (Navy) funds in the amount of $105,000 (3%) will be obligated at the time of award, of which $500,000 will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity. Raytheon Company, Tucson, Arizona, is awarded a $16,900,000 cost-plus-fixed-fee completion contract modification to previously awarded contract (N00024-23-C-5408) for the MK698 Autopilot Test Station in support of the STANDARD Missile 2 (SM-2... Linked to USAspending event government_contract_RTX_N0002423C5408 and undashed contract N0002423C5408; candidate recipient RAYTHEON COMPANY, ticker RTX, current obligation snapshot $484.1M, program SM DLMF/ILMF REPAIRS & MAINTENANCE.",0.88,0.84,Matched exact DoD contract identifier N00024-23-C-5408 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2026/01/dod-contracts_4373866.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_LMT_N0002423C5101,LMT,LOCKHEED MARTIN CORPORATION,N0002423C5101,N0002423C5101,2023-09-18,2025-12-11T17:00:00-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4357707/contracts-for-dec-11-2025/,"Contracts For Dec. 11, 2025","Official DoD daily contract announcement excerpt: Contracts For Dec. 11, 2025 Please enable JavaScript and refresh the page Home :: Military :: Library :: News :: 2025 :: December :: Military Menu Introduction Systems Facilities Agencies Industry Operations Countries Hot Documents News Reports Policy Budget Congress Links WMD Intelligence Homeland Security Space Military Contracts Contracts For Dec. 11, 2025 NAVY Lockheed Martin, Rotary and Mission Systems, Moorestown, New Jersey, is awarded a $104,623,274 cost-plus-incentive-fee and cost type modification to a previously awarded contract (N00024-23-C-5101) for the production of the Foreign Military Sale (FMS) portions unit of the Solid-S... Linked to USAspending event government_contract_LMT_N0002423C5101 and undashed contract N0002423C5101; candidate recipient LOCKHEED MARTIN CORPORATION, ticker LMT, current obligation snapshot $491.1M, program AEGIS FMS CANADIAN SURFACE COMBATANT LAND BASED TEST SITES ESTABLISHMENT.",0.88,0.84,Matched exact DoD contract identifier N00024-23-C-5101 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/12/dod-contracts_4357707.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_CACI_N3220525F0262,CACI,"CACI ENTERPRISE SOLUTIONS, LLC",N3220525F0262,N3220525F0262,2025-01-01,2024-12-20T17:00:13-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4015078/contracts-for-dec-20-2024/,"Contracts For Dec. 20, 2024","Official DoD daily contract announcement excerpt: cal 2018 shipbuilding and conversion (Navy) funds in the amount of $4,481,623 (7.46%); fiscal 2017 shipbuilding and conversion (Navy) funds in the amount of $3,310,114 (5.51%); fiscal 2016 shipbuilding and conversion (Navy) funds in the amount of $2,160,260 (3.60%); and fiscal 2024 other procurement (Navy) funds in the amount of $363,000 (.60%), of which $7,038,705 (11.72%) will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity. CACI Enterprise Solutions, Chantilly, Virginia (N3220525F0262), is awarded a $57,600,224 firm-fixed-price and cost-plus-fixed-fee contract to sup... Linked to USAspending event government_contract_CACI_N3220525F0262 and undashed contract N3220525F0262; candidate recipient CACI ENTERPRISE SOLUTIONS, LLC, ticker CACI, current obligation snapshot $43.4M, program MSC INTEGRATED BUSINESS SYSTEMS - FY 2025.",0.88,0.84,Matched exact DoD contract identifier N3220525F0262 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/12/dod-contracts_4015078.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_HII_N0002422C2105,HII,HUNTINGTON INGALLS INC,N0002422C2105,N0002422C2105,2021-10-25,2025-12-12T17:00:00-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4358989/contracts-for-dec-12-2025/,"Contracts For Dec. 12, 2025","Official DoD daily contract announcement excerpt: ip Conversion, Navy funds in the amount of $1,747,166 will be obligated on this award and no funds will expire at the end of this fiscal year. This contract was awarded as a sole source acquisition with the authority of 10 U.S. Code 3204(a)(1) and was previously synopsized on the System for Award management (SAM.gov) online portal. Strategic Systems Programs, Washington, D.C., is the contracting activity. Huntington Ingalls Inc., Newport News, Virginia, was awarded a $9,434,758 cost-plus-fixed-fee modification to a previously awarded contract (N00024-22-C-2105) to exercise options for planning and design yard activities for standard navy v... Linked to USAspending event government_contract_HII_N0002422C2105 and undashed contract N0002422C2105; candidate recipient HUNTINGTON INGALLS INC, ticker HII, current obligation snapshot $36.8M, program NAVAL REACTORS.",0.88,0.84,Matched exact DoD contract identifier N00024-22-C-2105 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/12/dod-contracts_4358989.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_BA_W58RGZ23F0120,BA,THE BOEING COMPANY,W58RGZ23F0120,W58RGZ23F0120,2022-12-23,2025-05-14T17:00:32-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4186522/contracts-for-may-14-2025/,"Contracts For May. 14, 2025","Official DoD daily contract announcement excerpt: tracting activity (W912PP-25-C-0003). Brymak & Associates Inc.,* Clarksville, Tennessee, was awarded a $19,601,556 firm-fixed-price contract for facilities investment services. Bids were solicited via the internet with four received. Work locations and funding will be determined with each order, with an estimated completion date of Dec. 31, 2030. U.S. Army Corps of Engineers, Charleston, South Carolina, is the contracting activity (W912HP-25-D-1000). Boeing, Ridley Park, Pennsylvania, was awarded a $17,501,463 modification (P00007) to contract W58RGZ-23-F-0120 for aircraft supplemental items. Work locations and funding will be determined w... Linked to USAspending event government_contract_BA_W58RGZ23F0120 and undashed contract W58RGZ23F0120; candidate recipient THE BOEING COMPANY, ticker BA, current obligation snapshot $520.6M, program CH-47 AIRCRAFT.",0.88,0.84,Matched exact DoD contract identifier W58RGZ-23-F-0120 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/05/dod-contracts_4186522.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_RTX_FA861124CB001,RTX,RAYTHEON COMPANY,FA861124CB001,FA861124CB001,2024-08-29,2024-08-29T17:00:38-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/3890651/contracts-for-aug-29-2024/,"Contracts For Aug. 29, 2024","Official DoD daily contract announcement excerpt: gned to improve the F-22 sensor capabilities. Work will be performed in McKinney, Texas, and is expected to be completed by May 8, 2029. This contract was a sole source acquisition. Fiscal 2022 aircraft procurement funds in the amount of $4,413,657; fiscal 2023 aircraft procurement funds in the amount of $221,000,000; and fiscal 2024 aircraft procurement funds in the amount of $11,300,000 are being obligated at the time of the award. The Air Force Life Cycle Management Center, Wright Patterson Air Force Base, Ohio, is the contracting activity (FA8611-24-C-B001). Hawaiian Rock Products Corp., Tamuning, Guam, was awarded a $99,000,000 ceilin... Linked to USAspending event government_contract_RTX_FA861124CB001 and undashed contract FA861124CB001; candidate recipient RAYTHEON COMPANY, ticker RTX, current obligation snapshot $727.0M, program THE F-22 SENSOR ENHANCEMENTS (SEE) PROGRAM MODERNIZES THE F-22 SENSOR CAPABILITIES TO MAINTAIN AIR SUPERIORITY..",0.88,0.84,Matched exact DoD contract identifier FA8611-24-C-B001 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/08/dod-contracts_3890651.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_NOC_N0001924C0005,NOC,NORTHROP GRUMMAN SYSTEMS CORPORATION,N0001924C0005,N0001924C0005,2024-05-01,2026-05-15T17:00:11-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4493876/contracts-for-may-15-2026/,"Contracts for May 15, 2026","Official DoD daily contract announcement excerpt: craft procurement (Navy) funds in the amount of $29,999,052; FMS customers funds in the amount of $288,825,371; and non-U.S. DOW participants funds in the amount of $259,038,890, will be obligated at the time of award, $29,999,052 of which will expire at the end of the current fiscal year. This contract action was not competed. Naval Air Systems Command, Patuxent River, Maryland, is the contracting activity. Northrop Grumman Systems Corp., San Diego, California, is awarded a $196,066,981 modification (P00037) to a cost-plus-fixed-fee contract (N0001924C0005). This modification exercises options to provide continued logistics and test suppo... Linked to USAspending event government_contract_NOC_N0001924C0005 and undashed contract N0001924C0005; candidate recipient NORTHROP GRUMMAN SYSTEMS CORPORATION, ticker NOC, current obligation snapshot $319.5M, program TRITON SUSTAINING AND ENGINEERING.",0.88,0.84,Matched exact DoD contract identifier N0001924C0005 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2026/05/dod-contracts_4493876.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_LHX_FA881922C0001,LHX,"L3HARRIS TECHNOLOGIES, INC.",FA881922C0001,FA881922C0001,2021-10-22,2025-02-27T17:00:22-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4081466/contracts-for-feb-27-2025/,"Contracts For Feb. 27, 2025","Official DoD daily contract announcement excerpt: olorado Springs, Colorado; Greeley, Colorado; and Vandenberg Space Force Base, California, and is expected to be completed by November 2028. This contract was a competitive acquisition, and two offers were received. Fiscal 2025 research, development, test and evaluation funds in the amount of $2,704,595; and fiscal 2024 procurement funds in the amount of $30,792,015 are being obligated at time of award. The Space Domain Awareness and Combat Directorate, Space Systems Command, Los Angeles Air Force Base, California, is the contracting activity (FA8819-22-C-0001). ARMY Morsecorp Inc.,* Cambridge, Massachusetts, was awarded a $97,509,340 firm... Linked to USAspending event government_contract_LHX_FA881922C0001 and undashed contract FA881922C0001; candidate recipient L3HARRIS TECHNOLOGIES, INC., ticker LHX, current obligation snapshot $204.8M, program COUNTER COMMUNICATIONS SYSTEMS MEADOWLAND PRODUCTION.",0.88,0.84,Matched exact DoD contract identifier FA8819-22-C-0001 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4081466.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_LDOS_N0002423F6313,LDOS,"LEIDOS, INC.",N0002423F6313,N0002423F6313,2023-03-10,2025-03-07T17:00:00-05:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/4113059/contracts-for-mar-7-2025/,"Contracts For Mar. 7, 2025","Official DoD daily contract announcement excerpt: t $500,000, are being obligated at time of award. The total amount incrementally funded under this award is $12,631,402 and $594,000 will expire at the end of the current fiscal year. This contract is being awarded on a sole source basis under 10 U.S. Code 3204(a)(1) and was previously synopsized on the System for Award Management online portal. Strategic Systems Programs, Washington, D.C., is the contracting activity. Leidos Inc., Reston, Virginia, is awarded a $17,548,483 cost-plus-fixed-fee modification to previously awarded delivery order (N00024-23-F-6313) under indefinite-delivery/indefinite-quantity contract (N00024-20-D-6337) to ex... Linked to USAspending event government_contract_LDOS_N0002423F6313 and undashed contract N0002423F6313; candidate recipient LEIDOS, INC., ticker LDOS, current obligation snapshot $53.4M, program OPERATIONS AND SUSTAINMENT MATERIAL AND OTHER DIRECT COSTS.",0.88,0.84,Matched exact DoD contract identifier N00024-23-F-6313 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2025/03/dod-contracts_4113059.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_LMT_W31P4Q23C0008,LMT,LOCKHEED MARTIN CORPORATION,W31P4Q23C0008,W31P4Q23C0008,2023-02-28,2024-05-17T17:00:00-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/3779333/contracts-for-may-17-2024/,"Contracts For May. 17, 2024","Official DoD daily contract announcement excerpt: Contracts For May 17, 2024 Please enable JavaScript and refresh the page Home :: Military :: Library :: News :: 2024 :: May :: Military Menu Introduction Systems Facilities Agencies Industry Operations Countries Hot Documents News Reports Policy Budget Congress Links WMD Intelligence Homeland Security Space Military May 17, 2024 Contracts Contracts For May 17, 2024 ARMY Lockheed Martin Space, Huntsville, Alabama, was awarded a $756,807,861 modification (PZ0014) to contract W31P4Q-23-C-0008 for Long Range Hypersonic Weapon ground support equipment. Work will be performed in Huntsville, Alabama, with an estimated completion date of Feb. 28,... Linked to USAspending event government_contract_LMT_W31P4Q23C0008 and undashed contract W31P4Q23C0008; candidate recipient LOCKHEED MARTIN CORPORATION, ticker LMT, current obligation snapshot $488.8M, program THIS UCA IS FOR A PARTIAL STATEMENT OF WORK (SOW) SCOPE LIMITED TO PROCURING LONG LEAD ITEMS (LLI), PROGRAM MANAGEMEN....",0.88,0.84,Matched exact DoD contract identifier W31P4Q-23-C-0008 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/05/dod-contracts_3779333.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
government_contract_LMT_W31P4Q24C0037,LMT,LOCKHEED MARTIN CORPORATION,W31P4Q24C0037,W31P4Q24C0037,2024-07-02,2024-07-02T17:00:09-04:00,dod_contract_announcement,https://www.war.gov/News/Contracts/Contract/Article/3825673/contracts-for-jul-2-2024/,"Contracts For Jul. 2, 2024","Official DoD daily contract announcement excerpt: 900 hybrid (cost-plus-fixed-fee and firm-fixed-price) contract for procurement of Army Tactical Missile System guided missile and launching assembly. Bids were solicited via the internet with one received. Work will be performed in Grand Prairie, Texas, with an estimated completion date of Dec. 30, 2028. Fiscal 2024 Foreign Military Sales (Estonia, Latvia, Lithuania, Morocco, and Poland) funds in the amount of $226,850,900 were obligated at the time of the award. Army Contracting Command, Redstone Arsenal, Alabama, is the contracting activity (W31P4Q-24-C-0037). Jacobs Government Services Co., Arlington, Virginia (W912DR-24-D-0006); Black... Linked to USAspending event government_contract_LMT_W31P4Q24C0037 and undashed contract W31P4Q24C0037; candidate recipient LOCKHEED MARTIN CORPORATION, ticker LMT, current obligation snapshot $465.0M, program AMRY TACTICAL MISSILE SYSTEM (ATACMS) LOT 6.",0.88,0.84,Matched exact DoD contract identifier W31P4Q-24-C-0037 on the official War.gov daily contract announcement RSS item. GlobalSecurity mirror https://www.globalsecurity.org/military/library/news/2024/07/dod-contracts_3825673.htm was used only to machine-read the official announcement text because War.gov article HTML blocks scripted fetches; event source URL remains the official War.gov page. Review cumulative obligation versus original announcement amount before modeling.
